name_of_state_or_ut,type,state_ut_code,constituency_code,constituency_name,candidate_name,candidate_party,total_votes
Andhra Pradesh,State,S01,17,Nandyal,I V PAKKIR REDDY,Independent,410
Andhra Pradesh,State,S01,17,Nandyal,V MADHUSUDHANA REDDY,Independent,401
Andhra Pradesh,State,S01,17,Nandyal,BUSHAKU MAHESWARA REDDY,Independent,390
Andhra Pradesh,State,S01,17,Nandyal,U P MUNI REDDY,Independent,376
Andhra Pradesh,State,S01,17,Nandyal,GOGULA SUGUNAMMA,Jai Maha Bharath Party,379
Andhra Pradesh,State,S01,17,Nandyal,BELLAMKONDA SREENIVASULU,Independent,353
Andhra Pradesh,State,S01,17,Nandyal,BALIJA SHIVA KUMAR,Independent,288
Andhra Pradesh,State,S01,17,Nandyal,NOTA,None of the Above,10697
Andhra Pradesh,State,S01,9,Narsapuram,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),Bharatiya Janata Party,707343
Andhra Pradesh,State,S01,9,Narsapuram,UMABALA GUDURI,Yuvajana Sramika Rythu Congress Party,430541
Andhra Pradesh,State,S01,9,Narsapuram,K.B.R.NAIDU,Indian National Congress,35213
Andhra Pradesh,State,S01,9,Narsapuram,PRASANNA KUMAR UNDURTHI,Independent,6364
Andhra Pradesh,State,S01,9,Narsapuram,MEDAPATI VENKATA VARAHALA REDDY,Independent,5969
Andhra Pradesh,State,S01,9,Narsapuram,SIRRA RAJU,Bahujan Samaj Party,6014
Andhra Pradesh,State,S01,9,Narsapuram,BALAGAM NAYAKAR,Independent,5240
Andhra Pradesh,State,S01,9,Narsapuram,NALLI RAJESH,Independent,4684
Andhra Pradesh,State,S01,9,Narsapuram,KETHA SREENU,Independent,3145
Andhra Pradesh,State,S01,9,Narsapuram,OLETY NAGENDRA KRISHNA,Jaibhim Rao Bharat Party,3116
Andhra Pradesh,State,S01,9,Narsapuram,ADDEPALLI VEERA VENKAT SUBBA RAO,Independent,2783
Andhra Pradesh,State,S01,9,Narsapuram,ANAND CHANDULAL JASTI,Independent,2726
Andhra Pradesh,State,S01,9,Narsapuram,GANJI PURNIMA,Republican Party of India (A),1649
Andhra Pradesh,State,S01,9,Narsapuram,GEDALA LAXMANA RAO,Independent,1527
Andhra Pradesh,State,S01,9,Narsapuram,ADDANKI DORABABU,Independent,1393
Andhra Pradesh,State,S01,9,Narsapuram,GOTTUMUKKALA SHIVAJI,Independent,1384
Andhra Pradesh,State,S01,9,Narsapuram,ADINARAYANA DUPPANAPUDI,Independent,1007
Andhra Pradesh,State,S01,9,Narsapuram,MANNE LEELA RAMA NARENDRA,Pyramid Party of India,930
Andhra Pradesh,State,S01,9,Narsapuram,RAMA DURGA PRASAD THOLETI,Independent,920
Andhra Pradesh,State,S01,9,Narsapuram,RUKHMINI,Independent,686
Andhra Pradesh,State,S01,9,Narsapuram,ADABALA SIVA,Independent,683
Andhra Pradesh,State,S01,9,Narsapuram,NOTA,None of the Above,7677
Andhra Pradesh,State,S01,14,Narsaraopet,LAVU SRIKRISHNA DEVARAYALU,Telugu Desam,807996
Andhra Pradesh,State,S01,14,Narsaraopet,ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party,648267
Andhra Pradesh,State,S01,14,Narsaraopet,GARNEPUDI ALEXANDER SUDHAKAR,Indian National Congress,18046
Andhra Pradesh,State,S01,14,Narsaraopet,ORSU PREMARAJU,Bahujan Samaj Party,5309
Andhra Pradesh,State,S01,14,Narsaraopet,KUCHIPUDI JOHN BABU,Jaibhim Rao Bharat Party,2336
Andhra Pradesh,State,S01,14,Narsaraopet,GARLAPATI SUBHASH PREM,Revolutionary Socialist Party,1245
Andhra Pradesh,State,S01,14,Narsaraopet,YAMPATI VEERANJANEYA REDDY,Independent,1057
Andhra Pradesh,State,S01,14,Narsaraopet,SUBBARAO CHALLA,Independent,1051
Andhra Pradesh,State,S01,14,Narsaraopet,ABDUL RAJAK SHAIK,Independent,723
Andhra Pradesh,State,S01,14,Narsaraopet,KOTA POTHURAJU,Pyramid Party of India,670
Andhra Pradesh,State,S01,14,Narsaraopet,P VENKATESH,Jaathia Chethi Vruthula Ikya Vedika Party,388
Andhra Pradesh,State,S01,14,Narsaraopet,PASUPULETI PICHAIAH,National Nava Kranthi Party,356
Andhra Pradesh,State,S01,14,Narsaraopet,PAPPULA SAMBASIVA RAO,Navarang Congress Party,332
Andhra Pradesh,State,S01,14,Narsaraopet,DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,309
Andhra Pradesh,State,S01,14,Narsaraopet,THOKALA NAGA RAJU,All India Forward Bloc,285
Andhra Pradesh,State,S01,14,Narsaraopet,NOTA,None of the Above,11199
Andhra Pradesh,State,S01,22,Nellore,PRABHAKAR REDDY VEMIREDDY,Telugu Desam,766202
Andhra Pradesh,State,S01,22,Nellore,VENUMBAKA VIJAYASAI REDDY,Yuvajana Sramika Rythu Congress Party,520300
Andhra Pradesh,State,S01,22,Nellore,KOPPULA RAJU,Indian National Congress,54844
Andhra Pradesh,State,S01,22,Nellore,BHASKAR NASINA,Bahujan Samaj Party,5811
Andhra Pradesh,State,S01,22,Nellore,VIVEKA MANNEPALLI,Revolutionary Socialist Party,2804
Andhra Pradesh,State,S01,22,Nellore,KOPPALA RAGHU,Independent,2015
Andhra Pradesh,State,S01,22,Nellore,GAJULA SOMA SEKHAR,Jai Bharat National Party,1779
Andhra Pradesh,State,S01,22,Nellore,SHAIK MUZIBUR RAHAMAN,Pyramid Party of India,1330
Andhra Pradesh,State,S01,22,Nellore,SHAIK MAHABOOB BASHA (MABU),Republican Party of India (A),1233
Andhra Pradesh,State,S01,22,Nellore,MALLEPALLY RAGHU,Navarang Congress Party,1105
Andhra Pradesh,State,S01,22,Nellore,SHAIK SHAFI AHMED,All India Forward Bloc,1037
Andhra Pradesh,State,S01,22,Nellore,NAKKA DINESH,Bharatha Chaitanya Yuvajana Party,600
Andhra Pradesh,State,S01,22,Nellore,TALARI VENKATAIAH,Jaibhim Rao Bharat Party,558
Andhra Pradesh,State,S01,22,Nellore,PUNGANURU PRASANNA GANAPATHI,Radical Party of India (Ambedkarist),454
Andhra Pradesh,State,S01,22,Nellore,NOTA,None of the Above,15577
Andhra Pradesh,State,S01,16,Ongole,MAGUNTA SREENIVASULU REDDY,Telugu Desam,701894
Andhra Pradesh,State,S01,16,Ongole,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,651695
Andhra Pradesh,State,S01,16,Ongole,EDA SUDHAKARA REDDY,Indian National Congress,26722
Andhra Pradesh,State,S01,16,Ongole,DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,6314
Andhra Pradesh,State,S01,16,Ongole,BUCHI EDUKONDALU,Independent,3048
Andhra Pradesh,State,S01,16,Ongole,PODILI RAMBABU,Independent,3073
Andhra Pradesh,State,S01,16,Ongole,ORSU VEENA,Jai Bharat National Party,2267
Andhra Pradesh,State,S01,16,Ongole,BONTHA RANGA REDDY,Independent,1923
Andhra Pradesh,State,S01,16,Ongole,BODDU KRANTHI KUMAR,Independent,1798
Andhra Pradesh,State,S01,16,Ongole,MOHAN GOUD J V,Independent,1447
Andhra Pradesh,State,S01,16,Ongole,U MADHU BABU,Independent,1008
Andhra Pradesh,State,S01,16,Ongole,KARATAPU RAJU,Independent,735
Andhra Pradesh,State,S01,16,Ongole,JAGADEESH RAYAPATI,Independent,725
Andhra Pradesh,State,S01,16,Ongole,DEVIREDDY BALANJANEYULU,Independent,716
Andhra Pradesh,State,S01,16,Ongole,HARI PRASAD TUPAKULA,Independent,711
Andhra Pradesh,State,S01,16,Ongole,PASAM VENKATESWARLU YADAV,Samajwadi Party,743
Andhra Pradesh,State,S01,16,Ongole,SURYA TEJA KOTA,Pyramid Party of India,683
Andhra Pradesh,State,S01,16,Ongole,AKUMALLA MALLIKARJUNA REDDY,Independent,575
Andhra Pradesh,State,S01,16,Ongole,VESHAPOGU GURAVABABU,Independent,461
Andhra Pradesh,State,S01,16,Ongole,KOMMU YOHANU,Liberation Congress Party,461
Andhra Pradesh,State,S01,16,Ongole,SESHUBABU GUDDANTI,Independent,449
Andhra Pradesh,State,S01,16,Ongole,SINGAMNENI SREEKANTH,Independent,410
Andhra Pradesh,State,S01,16,Ongole,YARRA DASARADHARAMAIAH,Independent,394
Andhra Pradesh,State,S01,16,Ongole,KOTA VAMSI KRISHNA,Independent,365
Andhra Pradesh,State,S01,16,Ongole,K PAVAN KALYAN,Jatiya Jana Sena Party,392
Andhra Pradesh,State,S01,16,Ongole,NOTA,None of the Above,13205
Andhra Pradesh,State,S01,8,Rajahmundry,DAGGUBATI PURANDHESHWARI,Bharatiya Janata Party,726515
Andhra Pradesh,State,S01,8,Rajahmundry,DR. GUDURI SRINIVAS,Yuvajana Sramika Rythu Congress Party,487376
Andhra Pradesh,State,S01,8,Rajahmundry,GIDUGU RUDRARAJU,Indian National Congress,32508
Andhra Pradesh,State,S01,8,Rajahmundry,GANESWARA RAO PARAMATA,Bahujan Samaj Party,20409
Andhra Pradesh,State,S01,8,Rajahmundry,BATTULA BALARAMAKRISHNA,Navarang Congress Party,17008
Andhra Pradesh,State,S01,8,Rajahmundry,SALOPANTULA RAGHAVENDRA RAO,Independent,3278
Andhra Pradesh,State,S01,8,Rajahmundry,DR. MEDISI RATNARAO ALIAS VINAY,Independent,3115
Andhra Pradesh,State,S01,8,Rajahmundry,MOHANARAO SINGULURI,Jai Bharat National Party,2833
Andhra Pradesh,State,S01,8,Rajahmundry,MEDA SRINIVASA RAO,Rashtriya Praja Congress  (Secular),2429
Andhra Pradesh,State,S01,8,Rajahmundry,BOMMANABOINA VSR MURTHY,Independent,2179
Andhra Pradesh,State,S01,8,Rajahmundry,BHANU CHANDAR KURUVELLA,Independent,1958
Andhra Pradesh,State,S01,8,Rajahmundry,JALLI BALA NAVEENA,Independent,1254
Andhra Pradesh,State,S01,8,Rajahmundry,NOTA,None of the Above,24435
Andhra Pradesh,State,S01,24,Rajampet,P V MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,644844
Andhra Pradesh,State,S01,24,Rajampet,NALLARI KIRAN KUMAR REDDY,Bharatiya Janata Party,568773
Andhra Pradesh,State,S01,24,Rajampet,SHAIK BASHEED,Indian National Congress,53300
Andhra Pradesh,State,S01,24,Rajampet,ABBAVARAM UGENDRA,Bahujan Samaj Party,12363
Andhra Pradesh,State,S01,24,Rajampet,POOLA REDDY SEKHAR,Independent,6100
Andhra Pradesh,State,S01,24,Rajampet,NAGARAJU JETTI,Independent,5999
Andhra Pradesh,State,S01,24,Rajampet,PRADEEP PENAMADU,All India Forward Bloc,5672
Andhra Pradesh,State,S01,24,Rajampet,CHOUDVARAM SUBBANARASAIAH,Independent,4735
Andhra Pradesh,State,S01,24,Rajampet,PULI SREENIVASULU,Independent,4616
Andhra Pradesh,State,S01,24,Rajampet,SREENIVASULU MARRIPATI,Independent,4443
Andhra Pradesh,State,S01,24,Rajampet,AKBAR M BASHA,Anna YSR Congress Party,2411
Andhra Pradesh,State,S01,24,Rajampet,SANGARAJU NAGESWARA RAJU,Independent,1535
Andhra Pradesh,State,S01,24,Rajampet,MADA RAJA,Jaathia Chethi Vruthula Ikya Vedika Party,1415
Andhra Pradesh,State,S01,24,Rajampet,BATTHALA RAMANAIAH,Jai Bharat National Party,1366
Andhra Pradesh,State,S01,24,Rajampet,DODDAPANENI RAJA NAIDU,Independent,1318
Andhra Pradesh,State,S01,24,Rajampet,MAYANA MOHAMMED SALMAN KHAN,Liberation Congress Party,1071
Andhra Pradesh,State,S01,24,Rajampet,KASTURI OBAIAH NAIDU,Independent,887
Andhra Pradesh,State,S01,24,Rajampet,ASADI VENKATADRI,Independent,691
Andhra Pradesh,State,S01,24,Rajampet,NOTA,None of the Above,11400
Andhra Pradesh,State,S01,2,Srikakulam,KINJARAPU RAMMOHAN NAIDU,Telugu Desam,754328
Andhra Pradesh,State,S01,2,Srikakulam,TILAK PERADA,Yuvajana Sramika Rythu Congress Party,426427
Andhra Pradesh,State,S01,2,Srikakulam,PEDADA PARAMESWARA RAO,Indian National Congress,7172
Andhra Pradesh,State,S01,2,Srikakulam,SANAPALA SRAVAN KUMAR,Independent,5958
Andhra Pradesh,State,S01,2,Srikakulam,NAIDUGARI RAJASEKHAR,Bahujan Samaj Party,4742
Andhra Pradesh,State,S01,2,Srikakulam,VABA YOGESWARA RAO,Independent,3598
Andhra Pradesh,State,S01,2,Srikakulam,BETHA VIVEKANANDA MAHARAJ,Independent,2536
Andhra Pradesh,State,S01,2,Srikakulam,YEDDU LAKSHMINARAYANA,Independent,1605
Andhra Pradesh,State,S01,2,Srikakulam,BORUBADRA CHANDRAKALA,Bharatha Chaitanya Yuvajana Party,1357
Andhra Pradesh,State,S01,2,Srikakulam,IPPILI SEETHARAJU,Jai Bharat National Party,1130
Andhra Pradesh,State,S01,2,Srikakulam,KAYA DURGARAO,Navarang Congress Party,818
Andhra Pradesh,State,S01,2,Srikakulam,CHELLURI DANIYAL,Independent,816
Andhra Pradesh,State,S01,2,Srikakulam,BOMMALI TIRUPATI RAO,Pyramid Party of India,594
Andhra Pradesh,State,S01,2,Srikakulam,NOTA,None of the Above,24605
Andhra Pradesh,State,S01,23,Thirupathi(SC),GURUMOORTHY MADDILA,Yuvajana Sramika Rythu Congress Party,632228
Andhra Pradesh,State,S01,23,Thirupathi(SC),VARA PRASAD RAO VELAGAPALLI,Bharatiya Janata Party,617659
Andhra Pradesh,State,S01,23,Thirupathi(SC),CHINTA MOHAN,Indian National Congress,65523
Andhra Pradesh,State,S01,23,Thirupathi(SC),PENUMURU. GURAPPA,Bahujan Samaj Party,10506
Andhra Pradesh,State,S01,23,Thirupathi(SC),KATTAMANCHI. PRABHAKAR,Independent,5802
Andhra Pradesh,State,S01,23,Thirupathi(SC),M UMADEVI,Janata Congress,5425
Andhra Pradesh,State,S01,23,Thirupathi(SC),ALLAM.RAJA,Independent,4970
Andhra Pradesh,State,S01,23,Thirupathi(SC),VIJAY KUMAR G.SRKR,Liberation Congress Party,4302
Andhra Pradesh,State,S01,23,Thirupathi(SC),ANJAIAH.P,Republican Party of India (A),3666
Andhra Pradesh,State,S01,23,Thirupathi(SC),V.C. NAVEEN GUPTA,Independent,1731
Andhra Pradesh,State,S01,23,Thirupathi(SC),A. VARAPRASAD,Jatiya Jana Sena Party,1698
Andhra Pradesh,State,S01,23,Thirupathi(SC),SYAMDHAN KURAPATI,Aihra National Party,1568
Andhra Pradesh,State,S01,23,Thirupathi(SC),C. PUNYAMURTHY,United Republican Party of India,1515
Andhra Pradesh,State,S01,23,Thirupathi(SC),KARRA SIVA,Pyramid Party of India,1510
Andhra Pradesh,State,S01,23,Thirupathi(SC),VELURU. THEJOVATHI,Samajwadi Party,1389
Andhra Pradesh,State,S01,23,Thirupathi(SC),C. DAVID,Indian Believers Party (IBP),1239
Andhra Pradesh,State,S01,23,Thirupathi(SC),K. JEEVARATHNAM,Independent,1204
Andhra Pradesh,State,S01,23,Thirupathi(SC),DASARI. GOWTHAM,Independent,1087
Andhra Pradesh,State,S01,23,Thirupathi(SC),VIJAYA KUMAR.G,Independent,801
Andhra Pradesh,State,S01,23,Thirupathi(SC),A. MADHU,Jai Hindustan Party,711
Andhra Pradesh,State,S01,23,Thirupathi(SC),B. BHARANI BAS,Ambedkar National Congress,688
Andhra Pradesh,State,S01,23,Thirupathi(SC),Y. MAHESH,Independent,622
Andhra Pradesh,State,S01,23,Thirupathi(SC),PRASAD PATIBANDLA,Independent,608
Andhra Pradesh,State,S01,23,Thirupathi(SC),NOTA,None of the Above,16118
Andhra Pradesh,State,S01,12,Vijayawada,KESINENI SIVANATH (CHINNI),Telugu Desam,794154
Andhra Pradesh,State,S01,12,Vijayawada,KESINENI SRINIVAS  (NANI),Yuvajana Sramika Rythu Congress Party,512069
Andhra Pradesh,State,S01,12,Vijayawada,BHARGAV VALLURU,Indian National Congress,24106
Andhra Pradesh,State,S01,12,Vijayawada,KRISHNA KISHORE YANAMANDRA,Navataram Party,7878
Andhra Pradesh,State,S01,12,Vijayawada,VENKATA ASHOK PAPPURI,Independent,6672
Andhra Pradesh,State,S01,12,Vijayawada,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),Independent,3199
Andhra Pradesh,State,S01,12,Vijayawada,MEKA VENKATESWARA RAO,Bahujan Samaj Party,2233
Andhra Pradesh,State,S01,12,Vijayawada,ANIL KUMAR MADDINENI,Independent,1240
Andhra Pradesh,State,S01,12,Vijayawada,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),Telugu Rajadhikara Samiti Party,615
Andhra Pradesh,State,S01,12,Vijayawada,SYED KHAMURUNNISA,Navarang Congress Party,601
Andhra Pradesh,State,S01,12,Vijayawada,CHAGANTIPATI GANGADHAR GANDHI,Pyramid Party of India,489
Andhra Pradesh,State,S01,12,Vijayawada,DATLA LURTHU MERI,Jaibhim Rao Bharat Party,417
Andhra Pradesh,State,S01,12,Vijayawada,PERAM SIVA NAGESWARA RAO,Republican Party of India (Athawale),368
Andhra Pradesh,State,S01,12,Vijayawada,DEVARASETTY RAVEENDRA BABU,Andhra Rastra Praja Samithi,331
Andhra Pradesh,State,S01,12,Vijayawada,GUJJULA LALITHA,Socialist Unity Centre Of India (COMMUNIST),327
Andhra Pradesh,State,S01,12,Vijayawada,N DASARADHA RAMI REDDY,All India Jaihind Party,269
Andhra Pradesh,State,S01,12,Vijayawada,CHINTHALACHERUVU HEMALATHA,Jai Maha Bharath Party,244
Andhra Pradesh,State,S01,12,Vijayawada,NOTA,None of the Above,9193
Andhra Pradesh,State,S01,4,Visakhapatnam,SRIBHARAT MATHUKUMILI,Telugu Desam,907467
Andhra Pradesh,State,S01,4,Visakhapatnam,JHANSI LAKSHMI. BOTCHA.,Yuvajana Sramika Rythu Congress Party,403220
Andhra Pradesh,State,S01,4,Visakhapatnam,P. SATYA REDDY,Indian National Congress,30267
Andhra Pradesh,State,S01,4,Visakhapatnam,K.A. PAUL,Praja Shanthi Party,7696
Andhra Pradesh,State,S01,4,Visakhapatnam,PEDAPENKI SIVA PRASADA RAO,Bahujan Samaj Party,6091
Andhra Pradesh,State,S01,4,Visakhapatnam,BIKKAVOLU. CHALAMAJI,Navarang Congress Party,4884
Andhra Pradesh,State,S01,4,Visakhapatnam,V.N. SATYA NARAYANA,Rashtriya Praja Congress  (Secular),2537
Andhra Pradesh,State,S01,4,Visakhapatnam,ARUNA SRI MURALA,Independent,1993
Andhra Pradesh,State,S01,4,Visakhapatnam,VASUPILLI SURESH,Independent,1933
Andhra Pradesh,State,S01,4,Visakhapatnam,SONDI KRISHNA.,Independent,1818
Andhra Pradesh,State,S01,4,Visakhapatnam,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,1109
Andhra Pradesh,State,S01,4,Visakhapatnam,DR. GANAPATHI KONGARAPU.,Republican Party of India (A),950
Andhra Pradesh,State,S01,4,Visakhapatnam,BANNA. RAMESH,Dalita Bahujana Party,948
Andhra Pradesh,State,S01,4,Visakhapatnam,P. SATYA VANI,Pyramid Party of India,882
Andhra Pradesh,State,S01,4,Visakhapatnam,DURGA PRASAD. GUNTU,Bhartiya Rashtriya Dal,767
Andhra Pradesh,State,S01,4,Visakhapatnam,CHAPPIDI RAMU,Independent,757
Andhra Pradesh,State,S01,4,Visakhapatnam,M.G.M. KHAN,Independent,742
Andhra Pradesh,State,S01,4,Visakhapatnam,SHANKAR DEVARA YADAV,Independent,661
Andhra Pradesh,State,S01,4,Visakhapatnam,VENU MADHAV KARRI,Independent,647
Andhra Pradesh,State,S01,4,Visakhapatnam,DR. ACHUTHA BALAJI YADAV (MURAPALA),Bharatha Chaitanya Yuvajana Party,638
Andhra Pradesh,State,S01,4,Visakhapatnam,THOTA VENKATA SAI MUKUND,Praja Prasthanam Party,633
Andhra Pradesh,State,S01,4,Visakhapatnam,PIDIDHI APPARAO,Independent,580
Andhra Pradesh,State,S01,4,Visakhapatnam,G.A.N. ANAND,Independent,543
Andhra Pradesh,State,S01,4,Visakhapatnam,VADDI. HARI GANESH,Independent,520
Andhra Pradesh,State,S01,4,Visakhapatnam,JANARDHAN PONNADA.,Independent,500
Andhra Pradesh,State,S01,4,Visakhapatnam,GANAPATHI. JAGADEESWARA RAO (JAGADEESH),Jai Maha Bharath Party,500
Andhra Pradesh,State,S01,4,Visakhapatnam,JALADI VIJAYA KUMARI,Samajwadi Party,466
Andhra Pradesh,State,S01,4,Visakhapatnam,CHINTADA SURYAM,Naba Bharata Nirmana Seva Party,448
Andhra Pradesh,State,S01,4,Visakhapatnam,GANDIKOTA RAJESH,Navataram Party,393
Andhra Pradesh,State,S01,4,Visakhapatnam,KOLLI NAGA RAJU,Independent,329
Andhra Pradesh,State,S01,4,Visakhapatnam,METTA RAMA RAO,Independent,326
Andhra Pradesh,State,S01,4,Visakhapatnam,LAGUDU. GOVINDA RAO,Independent,294
Andhra Pradesh,State,S01,4,Visakhapatnam,MALLA SRAVANI,Independent,273
Andhra Pradesh,State,S01,4,Visakhapatnam,NOTA,None of the Above,5313
Andhra Pradesh,State,S01,3,Vizianagaram,APPALANAIDU KALISETTI,Telugu Desam,743113
Andhra Pradesh,State,S01,3,Vizianagaram,BELLANA CHANDRASEKHAR,Yuvajana Sramika Rythu Congress Party,493762
Andhra Pradesh,State,S01,3,Vizianagaram,BOBBILI SRINU,Indian National Congress,10623
Andhra Pradesh,State,S01,3,Vizianagaram,PEERUBANDI PRAKASH RAO,Bahujan Samaj Party,8038
Andhra Pradesh,State,S01,3,Vizianagaram,VELURI VENKATA TRINADHARAO,Independent,4152
Andhra Pradesh,State,S01,3,Vizianagaram,ALLU SRIRAMULU,Independent,3401
Andhra Pradesh,State,S01,3,Vizianagaram,SIYYADULA YELLA RAO,Independent,3107
Andhra Pradesh,State,S01,3,Vizianagaram,SRINIVASA RAO SAMBHANA,Yuga Thulasi Party,1761
Andhra Pradesh,State,S01,3,Vizianagaram,MARISERLA KRISHNAMURTHY NAIDU,Independent,1629
Andhra Pradesh,State,S01,3,Vizianagaram,VANGAPANDU MAHESWARA RAO,Naba Bharata Nirmana Seva Party,1553
Andhra Pradesh,State,S01,3,Vizianagaram,CHINNAM ARUNA KUMAR,Jaibhim Rao Bharat Party,1411
Andhra Pradesh,State,S01,3,Vizianagaram,ATCHIYYA NAIDU SAMIREDDY,Samajwadi Party,1070
Andhra Pradesh,State,S01,3,Vizianagaram,ADINARAYANA TADDI,Independent,856
Andhra Pradesh,State,S01,3,Vizianagaram,P V A ANANDA SAGAR,Independent,791
Andhra Pradesh,State,S01,3,Vizianagaram,SAKHINETI ANANTHA RAJU,Pyramid Party of India,725
Andhra Pradesh,State,S01,3,Vizianagaram,NOTA,None of the Above,23250
Arunachal Pradesh,State,S02,2,ArunachalEast,TAPIR GAO,Bharatiya Janata Party,145581
Arunachal Pradesh,State,S02,2,ArunachalEast,BOSIRAM SIRAM,Indian National Congress,115160
Arunachal Pradesh,State,S02,2,ArunachalEast,TAMAT GAMOH,Independent,27603
Arunachal Pradesh,State,S02,2,ArunachalEast,SOTAI KRI,Independent,14213
Arunachal Pradesh,State,S02,2,ArunachalEast,OMAK NITIK,Independent,9369
Arunachal Pradesh,State,S02,2,ArunachalEast,BANDEY MILI,Arunachal Democratic Party,6622
Arunachal Pradesh,State,S02,2,ArunachalEast,NOTA,None of the Above,4895
Arunachal Pradesh,State,S02,1,ArunachalWest,KIREN RIJIJU,Bharatiya Janata Party,205417
Arunachal Pradesh,State,S02,1,ArunachalWest,NABAM TUKI,Indian National Congress,104679
Arunachal Pradesh,State,S02,1,ArunachalWest,TECHI RANA,Independent,33314
Arunachal Pradesh,State,S02,1,ArunachalWest,TOKO SHEETAL,Gana Suraksha Party,30530
Arunachal Pradesh,State,S02,1,ArunachalWest,BIMPAK SIGA,Independent,11518
Arunachal Pradesh,State,S02,1,ArunachalWest,RUHI TAGUNG,Independent,7821
Arunachal Pradesh,State,S02,1,ArunachalWest,LEKI NORBU,Independent,2271
Arunachal Pradesh,State,S02,1,ArunachalWest,TANIA JUNE,Independent,1958
Arunachal Pradesh,State,S02,1,ArunachalWest,NOTA,None of the Above,2296
Assam,State,S03,3,Barpeta,PHANI BHUSAN CHOUDHURY,Asom Gana Parishad,860113
Assam,State,S03,3,Barpeta,DEEP BAYAN,Indian National Congress,637762
Assam,State,S03,3,Barpeta,MANORANJAN TALUKDAR,Communist Party of India  (Marxist),96138
Assam,State,S03,3,Barpeta,ABUL KALAM AZAD,All India Trinamool Congress,16432
Assam,State,S03,3,Barpeta,DEWAN MOHIBUL ISLAM,Independent,9941
Assam,State,S03,3,Barpeta,SAMEJ UDDIN,Bodoland Peoples Front,9692
Assam,State,S03,3,Barpeta,DULU AHMED,Independent,9338
Assam,State,S03,3,Barpeta,MATIAR RAHMAN,Independent,7935
Assam,State,S03,3,Barpeta,JAGANNATH RAY,Independent,5548
Assam,State,S03,3,Barpeta,SHAJAHAN ALI KHAN,Voters Party  International,4448
Assam,State,S03,3,Barpeta,AYNAL HAQUE,Independent,3192
Assam,State,S03,3,Barpeta,CHITRALEKHA DAS,Socialist Unity Centre Of India (COMMUNIST),3131
Assam,State,S03,3,Barpeta,AMZAD ALI,Republican Party of India (Athawale),2679
Assam,State,S03,3,Barpeta,ABUBAKKAR SIDDIQUE,Rashtriya Ulama Council,2477
Assam,State,S03,3,Barpeta,NOTA,None of the Above,17117
Assam,State,S03,4,Darrang-Udalguri,DILIP SAIKIA,Bharatiya Janata Party,868387
Assam,State,S03,4,Darrang-Udalguri,MADHAB RAJBANGSHI,Indian National Congress,539375
Assam,State,S03,4,Darrang-Udalguri,DURGADAS BORO,Bodoland Peoples Front,310574
Assam,State,S03,4,Darrang-Udalguri,DANIEL MARDI,Independent,14291
Assam,State,S03,4,Darrang-Udalguri,AROON BAROOA,Bharatheeya Jawan Kisan Party,12563
Assam,State,S03,4,Darrang-Udalguri,SWARNA DEVI,Gana Suraksha Party,11112
Assam,State,S03,4,Darrang-Udalguri,LALIT PEGU,Voters Party  International,10915
Assam,State,S03,4,Darrang-Udalguri,JITENDRA CHALIHA,Socialist Unity Centre Of India (COMMUNIST),7452
Assam,State,S03,4,Darrang-Udalguri,ABUL KASEM,Republican Party of India (Athawale),4973
Assam,State,S03,4,Darrang-Udalguri,BIREN BASAK,Bharatiya Gana Parishad,4623
Assam,State,S03,4,Darrang-Udalguri,ABDUL HAMED,Rashtriya Ulama Council,3731
Assam,State,S03,4,Darrang-Udalguri,NOTA,None of the Above,23204
Assam,State,S03,2,Dhubri,RAKIBUL HUSSAIN,Indian National Congress,1471885
Assam,State,S03,2,Dhubri,MOHAMMED BADRUDDIN AJMAL,All India United Democratic Front,459409
Assam,State,S03,2,Dhubri,ZABED ISLAM,Asom Gana Parishad,438594
Assam,State,S03,2,Dhubri,S. M. JIAUL HAQUE,Bharatiya Gana Parishad,12106
Assam,State,S03,2,Dhubri,FARUK KHAN,Independent,10994
Assam,State,S03,2,Dhubri,BISWAJIT RAY,Independent,7703
Assam,State,S03,2,Dhubri,ALAKESH ROY,Independent,6990
Assam,State,S03,2,Dhubri,HAFIZ BURHANUDDIN,The National Road Map Party of India,6940
