state_ut_code,constituency_code,constituency_name,candidate_name,candidate_party,total_votes
U01,1,Andaman&NicobarIslands,BISHNU PADA RAY,Bharatiya Janata Party,102436
U01,1,Andaman&NicobarIslands,KULDEEP RAI SHARMA,Indian National Congress,78040
U01,1,Andaman&NicobarIslands,MANOJ PAUL,Andaman Nicobar Democratic Congress,8254
U01,1,Andaman&NicobarIslands,D AYYAPPAN,Communist Party of India  (Marxist),6017
U01,1,Andaman&NicobarIslands,V.K. ABDUL AZIZ,Independent,2203
U01,1,Andaman&NicobarIslands,K J B SELVARAJ,All India Anna Dravida Munnetra Kazhagam,914
U01,1,Andaman&NicobarIslands,DR ARUN KUMAR MALLIK,Bahujan Samaj Party,719
U01,1,Andaman&NicobarIslands,RINKU MALA MONDAL,Independent,542
U01,1,Andaman&NicobarIslands,K VENKAT RAM BABU,Independent,507
U01,1,Andaman&NicobarIslands,USHA KUMARI,Independent,380
U01,1,Andaman&NicobarIslands,SALAMAT MONDAL,Socialist Unity Centre Of India (COMMUNIST),351
U01,1,Andaman&NicobarIslands,ANAND RAMNATH ARLEKAR,Independent,342
U01,1,Andaman&NicobarIslands,NOTA,None of the Above,1809
S01,7,Amalapuram(SC),G M HARISH (BALAYOGI),Telugu Desam,796981
S01,7,Amalapuram(SC),RAPAKA VARAPRASADA RAO,Yuvajana Sramika Rythu Congress Party,454785
S01,7,Amalapuram(SC),GOUTHAM JANGA,Indian National Congress,15082
S01,7,Amalapuram(SC),DORABABU YALLA,Bahujan Samaj Party,5388
S01,7,Amalapuram(SC),KATRU NAGA BABU,Telugu Nava Garjana Party,3741
S01,7,Amalapuram(SC),VADDI LALITH KUMAR,Independent,2977
S01,7,Amalapuram(SC),MAKEY DAVY PRASAD,Independent,2111
S01,7,Amalapuram(SC),GUDE VENKATESWARULU,Independent,1745
S01,7,Amalapuram(SC),RAMESH JILLELLA,Jatiya Jana Sena Party,872
S01,7,Amalapuram(SC),YALANGI RAMESH,Jaibhim Rao Bharat Party,740
S01,7,Amalapuram(SC),MATHA KRISHNA,Pyramid Party of India,719
S01,7,Amalapuram(SC),GIDDI JNANA PRAKASA RAO,Republican Party of India,726
S01,7,Amalapuram(SC),YADLA RAJESH,Liberation Congress Party,635
S01,7,Amalapuram(SC),KAPA KALYAN,Republican Party of India (A),581
S01,7,Amalapuram(SC),PATHURI RAMESH,Peoples Party of India (Democratic),505
S01,7,Amalapuram(SC),NOTA,None of the Above,13518
S01,5,Anakapalle,C.M.RAMESH,Bharatiya Janata Party,762069
S01,5,Anakapalle,BUDI MUTYALA NAIDU,Yuvajana Sramika Rythu Congress Party,465539
S01,5,Anakapalle,VEGI VENKATESH,Indian National Congress,25651
S01,5,Anakapalle,PALAKA SREERAMA MURTHY,Bahujan Samaj Party,19157
S01,5,Anakapalle,VANKAYALA RAMACHANDRA RAO,Independent,4002
S01,5,Anakapalle,LOVARAJU SIDDHA,Independent,3852
S01,5,Anakapalle,KRISHNA SWAROOP VADLAMURI,Dalita Bahujana Party,3557
S01,5,Anakapalle,GARA SURYA RAO,Independent,3124
S01,5,Anakapalle,APPALA RAJU NAMMI,Bharatha Chaitanya Yuvajana Party,2619
S01,5,Anakapalle,NAGESWARA RAO PETLA,Independent,2184
S01,5,Anakapalle,ADARI SARAT CHANDRA,Jai Bharat National Party,1913
S01,5,Anakapalle,VIJAYA LAKSHMI KARRI,Pyramid Party of India,1591
S01,5,Anakapalle,DR. THUMMAPALA HARI  SHANKAR,Independent,1576
S01,5,Anakapalle,JUNNURI J SRINIVAS,Independent,1201
S01,5,Anakapalle,APPALANAIDU TUMMAGUNTA,Independent,1062
S01,5,Anakapalle,NOTA,None of the Above,26235
S01,19,Ananthapur,AMBICA G LAKSHMINARAYANA VALMIKI,Telugu Desam,768245
S01,19,Ananthapur,MALAGUNDLA SANKAR NARAYANA,Yuvajana Sramika Rythu Congress Party,579690
S01,19,Ananthapur,MALLIKARJUNA VAJJALA,Indian National Congress,43217
S01,19,Ananthapur,G.V.RAMANA REDDY,Independent,6439
S01,19,Ananthapur,BANASI NARAYANAPPA,Bahujan Samaj Party,6396
S01,19,Ananthapur,V.MURALI PRASAD REDDY,Independent,5778
S01,19,Ananthapur,DR.NALLANI RAMESH NAIDU,Andhra Rastra Praja Samithi,4989
S01,19,Ananthapur,M.SURENDRA,Pyramid Party of India,2935
S01,19,Ananthapur,U.C.VENKATASUBBAIAH,Jaathia Chethi Vruthula Ikya Vedika Party,2540
S01,19,Ananthapur,P.CHOWDESWARI,Independent,1518
S01,19,Ananthapur,VADLA KESAVAIAH,Independent,1494
S01,19,Ananthapur,B.RAGHAVENDRA PRASAD,Independent,1318
S01,19,Ananthapur,KETHIREDDY RAGHUNATHAREDDY,Independent,1091
S01,19,Ananthapur,LOKANATH GOWD SURAGOWINI,Independent,1091
S01,19,Ananthapur,SREERANGARAJULA GOPINATH ROYAL,Independent,904
S01,19,Ananthapur,SHAIK.NIZAM,Samajwadi Party,753
S01,19,Ananthapur,RAMAVTH CHINNA RAMAPPA NAIK,Jaibhim Rao Bharat Party,745
S01,19,Ananthapur,KURUBA MALLIKARJUNA.S.,All India Kisan Janatha party,578
S01,19,Ananthapur,B.NAGAMUTHYALU,Socialist Unity Centre Of India (COMMUNIST),570
S01,19,Ananthapur,SRINIVASA RAJU.O,Bhartiya Panchyat Party,494
S01,19,Ananthapur,DURGA PRASAD D BYATARAYANAJI,Challengers Party,444
S01,19,Ananthapur,NOTA,None of the Above,9199
S01,1,Araku(ST),GUMMA THANUJA RANI,Yuvajana Sramika Rythu Congress Party,477005
S01,1,Araku(ST),KOTHAPALLI GEETHA,Bharatiya Janata Party,426425
S01,1,Araku(ST),APPALANARASA PACHIPENTA,Communist Party of India  (Marxist),123129
S01,1,Araku(ST),AVASHYA LAHARI . VARAM,Bahujan Samaj Party,25750
S01,1,Araku(ST),SAMAREDDY BALAKRISHNA,Independent,9535
S01,1,Araku(ST),NIMMAKA JAYARAJU,Independent,9462
S01,1,Araku(ST),ATHIDHI,Independent,8136
S01,1,Araku(ST),CHANTI BADNAINA,Jai Bharat National Party,7252
S01,1,Araku(ST),MOTTADAM . RAJABABU,Bharat Adivasi Party,6766
S01,1,Araku(ST),RANJITH KUMAR PALAKA,Independent,6047
S01,1,Araku(ST),RAMBABU JALLI,Telugu Rajadhikara Samiti Party,4959
S01,1,Araku(ST),MANDALA GIRIDHARA RAO,Independent,4967
S01,1,Araku(ST),VUYAKA NIREEKSHAN  (V. CHENCHU),India Praja Bandhu Party,4542
S01,1,Araku(ST),NOTA,None of the Above,50470
S01,15,Bapatla(SC),KRISHNA PRASAD TENNETI,Telugu Desam,717493
S01,15,Bapatla(SC),NANDIGAM SURESH BABU,Yuvajana Sramika Rythu Congress Party,509462
S01,15,Bapatla(SC),J.D. SEELAM,Indian National Congress,43259
S01,15,Bapatla(SC),DOKKA JAGAN MOHANA RAO,Bahujan Samaj Party,6857
S01,15,Bapatla(SC),NALAMALA TIRUPATI RAO,Navataram Party,2964
S01,15,Bapatla(SC),BUSSA. NAGARAJU,Independent,1318
S01,15,Bapatla(SC),GADDE. VIJAYA LAKSHMI,Independent,1051
S01,15,Bapatla(SC),KATTAPOGU. VIJAY KUMAR,Pyramid Party of India,897
S01,15,Bapatla(SC),KONDRU KIRAN KUMAR,Independent,797
S01,15,Bapatla(SC),KATTA ANAND BABU,Independent,729
S01,15,Bapatla(SC),MERUGUPALA SADASIVA RAO,India Praja Bandhu Party,673
S01,15,Bapatla(SC),KATTA HEMANAND,Independent,549
S01,15,Bapatla(SC),PARRE. KOTAIAH,Jaibhim Rao Bharat Party,412
S01,15,Bapatla(SC),PALADUG VIJENDRA RAO (BAHUJAN),Liberation Congress Party,306
S01,15,Bapatla(SC),CHINNAM MURALIDHAR,All Peoples Party,255
S01,15,Bapatla(SC),NOTA,None of the Above,13723
S01,25,Chittoor(SC),DAGGUMALLA PRASADA RAO,Telugu Desam,778071
S01,25,Chittoor(SC),REDDEPPA.N .,Yuvajana Sramika Rythu Congress Party,557592
S01,25,Chittoor(SC),MOTUKUR JAGAPATHI,Indian National Congress,30150
S01,25,Chittoor(SC),THOGURU VIJAYA KUMAR,Bahujan Samaj Party,13511
S01,25,Chittoor(SC),YUGANDAR . KONDA,Independent,6973
S01,25,Chittoor(SC),K.MUNI KRISHNA,Independent,3956
S01,25,Chittoor(SC),P.JANAKI RAMA RAO ( BABU),National Maha Sabha Party,2833
S01,25,Chittoor(SC),PETA.MOHAN .,Independent,2366
S01,25,Chittoor(SC),C.SUDHAKAR,Independent,1935
S01,25,Chittoor(SC),N.CHANDRABABU,Independent,1885
S01,25,Chittoor(SC),MADASI SUDHARSHAN,Independent,1578
S01,25,Chittoor(SC),D.MAHESH,Independent,1119
S01,25,Chittoor(SC),P.MADHU,Independent,906
S01,25,Chittoor(SC),N.BHUPATHI,Independent,894
S01,25,Chittoor(SC),A. PURNA CHANDRA,Independent,857
S01,25,Chittoor(SC),PALLIPATTU.ABHINAV VISHNU,Samajwadi Party,676
S01,25,Chittoor(SC),N.GANGAIAH .,Independent,552
S01,25,Chittoor(SC),T NARESH,Independent,534
S01,25,Chittoor(SC),BANDAPALLI RAMESH,Independent,493
S01,25,Chittoor(SC),NOTA,None of the Above,11976
S01,10,Eluru,PUTTA MAHESH KUMAR,Telugu Desam,746351
S01,10,Eluru,KARUMURI SUNIL KUMAR,Yuvajana Sramika Rythu Congress Party,564494
S01,10,Eluru,KAVURI LAVANYA,Indian National Congress,20826
S01,10,Eluru,AJAY BABU BODA,Navarang Congress Party,12210
S01,10,Eluru,NITTA AKHILA DHARANI PAL,Bahujan Samaj Party,6732
S01,10,Eluru,BOKINALA KOTESWARA RAO,Independent,2263
S01,10,Eluru,RUDRAPAKA RATNA RAO (R.R.R),Andhra Rastra Praja Samithi,1526
S01,10,Eluru,KANDAVALLI JEEVA DEVA DAYAKAR,Independent,1180
S01,10,Eluru,AGASTEEN KOMMINA,Independent,1004
S01,10,Eluru,DR. MENDEM SANTHOSH KUMAR (PEDDA BABULU),Liberation Congress Party,786
S01,10,Eluru,RAJESWARA RAO KONDRU,Bharatheeya Jawan Kisan Party,732
S01,10,Eluru,GODUGUPATI VEERA RAGHAVULU,Pyramid Party of India,715
S01,10,Eluru,BYRABOYINA MALYADRI,Bharatha Chaitanya Yuvajana Party,715
S01,10,Eluru,NOTA,None of the Above,22515
S01,13,Guntur,DR CHANDRA SEKHAR PEMMASANI,Telugu Desam,864948
S01,13,Guntur,KILARI VENKATA ROSAIAH,Yuvajana Sramika Rythu Congress Party,520253
S01,13,Guntur,JANGALA AJAY KUMAR,Communist Party of India,8637
S01,13,Guntur,SIVAREDDY. ENDREDDY,Navataram Party,5629
S01,13,Guntur,TENALI PRAKASH,Bahujan Samaj Party,4272
S01,13,Guntur,SIKHAKOLLI HEMA GOWRI SHANKAR,Jatiya Jana Sena Party,1964
S01,13,Guntur,SAMUDRALA CHINNA KOTAIAH,Jaibhim Rao Bharat Party,1753
S01,13,Guntur,UMAR BHASHA SHAIK,Jana Sahayaka Sakthi,1275
S01,13,Guntur,SYED. SAIDA,Navarang Congress Party,1222
S01,13,Guntur,AMBATI CHALAMAIAH,Pyramid Party of India,1031
S01,13,Guntur,PILLI BABU RAO,Independent,692
S01,13,Guntur,HARI VENKATA SATISH  KURNALA,Jai Bharat National Party,542
S01,13,Guntur,VISHNU REDDY LANKIREDDY,Bengaluru Nava Nirmana Party,461
S01,13,Guntur,EMANI. CHANDRASEKHAR RAO,Navodayam Party,414
S01,13,Guntur,SHAIK. KHAJAVALI,Independent,391
S01,13,Guntur,CHALLAPALLI RATAN RAJU,Viduthalai Chiruthaigal Katchi,378
S01,13,Guntur,KANNEBOYINA VAMSI KRISHNA YADAV,Independent,375
S01,13,Guntur,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,Andhra Pradesh Rashtra Samithi,358
S01,13,Guntur,GAYATRI AUDHIPUDI,Independent,357
S01,13,Guntur,ASHOK ANAND GALI,Independent,335
S01,13,Guntur,SHAIK ASLAM AKTHER,Independent,335
S01,13,Guntur,PATHAN KHAJA (BASHA),Telugu Rajadhikara Samiti Party,332
S01,13,Guntur,AMARTHALURI VENKATESWARA RAO.,Marxist Communist Party of India (United),312
S01,13,Guntur,DR. RAYAPUDI RAJESH VIJAY KUMAR,Indian Labour Party (Ambedkar Phule),310
S01,13,Guntur,BURAGA RATNAM,Loktantrik Janta Dal,316
S01,13,Guntur,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,Independent,268
S01,13,Guntur,SIVA PARVATHI,Independent,266
S01,13,Guntur,BOMMASANI MUTYALA RAO,All Peoples Party,207
S01,13,Guntur,SRIKRISHNA AKKISETTI,Independent,179
S01,13,Guntur,MADAVARAPU NAGA RAJU,Independent,172
S01,13,Guntur,NOTA,None of the Above,7387
S01,20,Hindupur,B K PARTHASARATHI,Telugu Desam,725534
S01,20,Hindupur,J SHANTHA,Yuvajana Sramika Rythu Congress Party,593107
S01,20,Hindupur,B A SAMAD SHAHEEN,Indian National Congress,55059
S01,20,Hindupur,BHAGYA R S,Bahujan Samaj Party,8015
S01,20,Hindupur,PRATHAP REDDY GORLA,Independent,5444
S01,20,Hindupur,H D HANUMANTHE GOWD,Independent,2278
S01,20,Hindupur,ANJINAPPA GARI SREENIVASULU,Revolutionary Socialist Party,2051
S01,20,Hindupur,S N SURESH,Independent,1631
S01,20,Hindupur,DASAGANIPALLI KULLAYAPPA,Independent,1328
S01,20,Hindupur,ASHOK,Socialist Unity Centre Of India (COMMUNIST),1292
S01,20,Hindupur,T SUDHAKAR REDDY,Independent,1237
S01,20,Hindupur,S RAGHUNATHA REDDY,Independent,710
S01,20,Hindupur,BUDILI DHANUNJAYA,National Nava Kranthi Party,682
S01,20,Hindupur,NOTA,None of the Above,17971
S01,21,Kadapa,Y. S. AVINASH REDDY,Yuvajana Sramika Rythu Congress Party,605143
S01,21,Kadapa,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,Telugu Desam,542448
S01,21,Kadapa,Y.S. SHARMILA REDDY,Indian National Congress,141039
S01,21,Kadapa,PANDITI. GURAPPA.,Bahujan Samaj Party,3810
S01,21,Kadapa,VENU GOPAL RACHINENI,Rashtriya Praja Congress  (Secular),3570
S01,21,Kadapa,CHINNAPUREDDY GOPALA KRISHNA REDDY,Independent,2430
S01,21,Kadapa,KUNCHAM. VENKATA SUBBA REDDY,Rayalaseema Rashtra Samithi,2333
S01,21,Kadapa,L. KHAJA HUSSAIN,Independent,1088
S01,21,Kadapa,ANKIREDDY. SURESH KUMAR REDDY.,All India Forward Bloc,755
S01,21,Kadapa,KAKARLA SHANMUKHA REDDY,Independent,647
S01,21,Kadapa,PALLE RAMESH,Jaibhim Rao Bharat Party,624
S01,21,Kadapa,CHAN BASHA. S,Anna YSR Congress Party,439
S01,21,Kadapa,J. V. RAMANA,Jaathia Chethi Vruthula Ikya Vedika Party,434
S01,21,Kadapa,MALIKIREDDY. HANUMANTHA REDDY,Jana Sahayaka Sakthi,369
S01,21,Kadapa,NOTA,None of the Above,16846
S01,6,Kakinada,TANGELLA UDAY SRINIVAS  (TEA TIME UDAY),Janasena Party,729699
S01,6,Kakinada,CHALAMALASETTY SUNIL,Yuvajana Sramika Rythu Congress Party,500208
S01,6,Kakinada,MALLIPUDI MANGAPATI PALLAM RAJU,Indian National Congress,21109
S01,6,Kakinada,UDAY,Navarang Congress Party,15703
S01,6,Kakinada,KANDREGULA NARASIMHAM,Bahujan Samaj Party,11979
S01,6,Kakinada,DR ANUSHA YADAV,Bharatha Chaitanya Yuvajana Party,9854
S01,6,Kakinada,TANGELLA SRINIVASU,Jatiya Jana Sena Party,6559
S01,6,Kakinada,YEDIDA VARA PRASAD KUMAR,Republican Party of India (A),3927
S01,6,Kakinada,BUGATHA BANGARRAO,Communist Party of India  (Marxist-Leninist)  (Liberation),2823
S01,6,Kakinada,SUDHA VEERA GANESH,Independent,2647
S01,6,Kakinada,BHAVANI SANKAR PRASAD MERLA,Independent,1969
S01,6,Kakinada,YENUGUPALLI KRISHNA,Jaibhim Rao Bharat Party,1780
S01,6,Kakinada,BODDETI APPARAO,Independent,1687
S01,6,Kakinada,NEELAKANTAM DONAM,Independent,1412
S01,6,Kakinada,PASUPULETI S.V.S.BHUSHANAM,Independent,1227
S01,6,Kakinada,NOTA,None of the Above,17220
S01,18,Kurnoolu,BASTIPATI NAGARAJU PANCHALINGALA,Telugu Desam,658914
S01,18,Kurnoolu,B Y RAMAIAH,Yuvajana Sramika Rythu Congress Party,547616
S01,18,Kurnoolu,P.G.RAMPULLAIAH YADAV LUCKY-2,Indian National Congress,70373
S01,18,Kurnoolu,MANCHALA LAKSHMI NARAYANA,Bahujan Samaj Party,8589
S01,18,Kurnoolu,BOYA SURESH,Independent,5900
S01,18,Kurnoolu,T. BEECHUPALLI,Independent,5127
S01,18,Kurnoolu,VIJAYA BHASKAR .REDDYPOGU,Independent,3508
S01,18,Kurnoolu,PAGADALA KODANDA,Independent,3076
S01,18,Kurnoolu,DEVARAPOGU MADDILETY,Independent,2582
S01,18,Kurnoolu,PRAKASH REDDY RALAMPADU,Independent,2225
S01,18,Kurnoolu,JAHANGIR AHMED,Social Democratic Party Of India,2074
S01,18,Kurnoolu,DR. REDDYPOGU PRAVEEN KUMAR,Independent,1856
S01,18,Kurnoolu,ABDUL SATTAR  A.S.R,Anna YSR Congress Party,1601
S01,18,Kurnoolu,VALMIKI ARJUNA,Bharatha Chaitanya Yuvajana Party,1390
S01,18,Kurnoolu,URUKUNDU VADDE,Independent,1295
S01,18,Kurnoolu,MALLEPOGU NAGANNA,Socialist Unity Centre Of India (COMMUNIST),1164
S01,18,Kurnoolu,SUNKARA SREEDHAR,Jai Bharat National Party,1163
S01,18,Kurnoolu,TARIGOPULA RAJABABU,All Peoples Party,1033
S01,18,Kurnoolu,AMRUTH KUMAR SALKAPURAM,Liberation Congress Party,783
S01,18,Kurnoolu,NOTA,None of the Above,10511
S01,11,Machilipatnam,BALASHOWRY VALLABHANENI,Janasena Party,724439
S01,11,Machilipatnam,SIMHADRI CHANDRA SEKHAR RAO,Yuvajana Sramika Rythu Congress Party,501260
S01,11,Machilipatnam,GOLLU KRISHNA,Indian National Congress,31825
S01,11,Machilipatnam,BAAL SHOURI CHODABATHINA,Jatiya Jana Sena Party,11141
S01,11,Machilipatnam,DEVAMANI DEVARAPALLI,Bahujan Samaj Party,10028
S01,11,Machilipatnam,KOMMARAJU SIVA NARASIMHA RAO,All India Forward Bloc,5254
S01,11,Machilipatnam,VALLABHANENI NAGA PAVAN KUMAR,Independent,5220
S01,11,Machilipatnam,MARADANI K R SWAMY,Jai Maha Bharath Party,2214
S01,11,Machilipatnam,GANDHI  DHANEKULA,Independent,1991
S01,11,Machilipatnam,PAMULA BALA SOWRYAMMA,Independent,1582
S01,11,Machilipatnam,ANUSHA YERUVA,Independent,1235
S01,11,Machilipatnam,GUDAVALLI VENKATA KEDARESWARA RAO,Independent,1111
S01,11,Machilipatnam,JOGI VEERANJANEYULU,Independent,1022
S01,11,Machilipatnam,DAMODARA RAO GUDAVALLI,Independent,930
S01,11,Machilipatnam,APPARAO ENNETI,Independent,626
S01,11,Machilipatnam,NOTA,None of the Above,12126
S01,17,Nandyal,DR BYREDDY SHABARI,Telugu Desam,701131
S01,17,Nandyal,POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,589156
S01,17,Nandyal,J LAKSHMI NARASIMHA YADAV,Indian National Congress,56204
S01,17,Nandyal,P GURUVAIAH,Independent,8191
S01,17,Nandyal,A CHINNA MOULALI,Bahujan Samaj Party,7831
S01,17,Nandyal,HAFIZ ATAULLAH KHAN,Social Democratic Party Of India,6932
S01,17,Nandyal,KOMMUSANI PEDDA KAMBAGIRI SWAMY,Independent,4633
S01,17,Nandyal,GAGGERA VENKATA RAMANAIAH,Independent,3031
S01,17,Nandyal,DUMAVATH SWAMY NAIK,Independent,2358
S01,17,Nandyal,KUNUKUNTLA RAMUDU,Independent,1413
S01,17,Nandyal,E ANIL KUMAR,Independent,1334
S01,17,Nandyal,C SURENDRA NATHA REDDY,Independent,1268
S01,17,Nandyal,BRAHMANANDA REDDY K,Independent,1272
S01,17,Nandyal,UPPU SUBBARAYUDU,Jaathia Chethi Vruthula Ikya Vedika Party,791
S01,17,Nandyal,NAGESWARA RAO,Independent,680
S01,17,Nandyal,VIJAYA BHASKAR REDDYPOGU,Independent,641
S01,17,Nandyal,YELAMPALLE GOVARDHAN REDDY,All India Forward Bloc,642
S01,17,Nandyal,BHUMA VEERA BHADRA REDDY,Navarang Congress Party,646
S01,17,Nandyal,PANDU RANGA YADAV SIDDAPU,Samajwadi Party,605
S01,17,Nandyal,CHANDINI REDDY VAKATI,Liberation Congress Party,556
S01,17,Nandyal,B C RAMANADHA AREDDY,Independent,472
S01,17,Nandyal,GAJULA SHALIMIYA,Anna YSR Congress Party,486
S01,17,Nandyal,KULURU RAMA KRISHNA REDDY,Neethi Nijayithi Party,430
S01,17,Nandyal,CH P MALLESWARUDU,Independent,421
S01,17,Nandyal,I V PAKKIR REDDY,Independent,410
S01,17,Nandyal,V MADHUSUDHANA REDDY,Independent,401
S01,17,Nandyal,BUSHAKU MAHESWARA REDDY,Independent,390
S01,17,Nandyal,U P MUNI REDDY,Independent,376
S01,17,Nandyal,GOGULA SUGUNAMMA,Jai Maha Bharath Party,379
S01,17,Nandyal,BELLAMKONDA SREENIVASULU,Independent,353
S01,17,Nandyal,BALIJA SHIVA KUMAR,Independent,288
S01,17,Nandyal,NOTA,None of the Above,10697
S01,9,Narsapuram,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),Bharatiya Janata Party,707343
S01,9,Narsapuram,UMABALA GUDURI,Yuvajana Sramika Rythu Congress Party,430541
S01,9,Narsapuram,K.B.R.NAIDU,Indian National Congress,35213
S01,9,Narsapuram,PRASANNA KUMAR UNDURTHI,Independent,6364
S01,9,Narsapuram,MEDAPATI VENKATA VARAHALA REDDY,Independent,5969
S01,9,Narsapuram,SIRRA RAJU,Bahujan Samaj Party,6014
S01,9,Narsapuram,BALAGAM NAYAKAR,Independent,5240
S01,9,Narsapuram,NALLI RAJESH,Independent,4684
S01,9,Narsapuram,KETHA SREENU,Independent,3145
S01,9,Narsapuram,OLETY NAGENDRA KRISHNA,Jaibhim Rao Bharat Party,3116
S01,9,Narsapuram,ADDEPALLI VEERA VENKAT SUBBA RAO,Independent,2783
S01,9,Narsapuram,ANAND CHANDULAL JASTI,Independent,2726
S01,9,Narsapuram,GANJI PURNIMA,Republican Party of India (A),1649
S01,9,Narsapuram,GEDALA LAXMANA RAO,Independent,1527
S01,9,Narsapuram,ADDANKI DORABABU,Independent,1393
S01,9,Narsapuram,GOTTUMUKKALA SHIVAJI,Independent,1384
S01,9,Narsapuram,ADINARAYANA DUPPANAPUDI,Independent,1007
S01,9,Narsapuram,MANNE LEELA RAMA NARENDRA,Pyramid Party of India,930
S01,9,Narsapuram,RAMA DURGA PRASAD THOLETI,Independent,920
S01,9,Narsapuram,RUKHMINI,Independent,686
S01,9,Narsapuram,ADABALA SIVA,Independent,683
S01,9,Narsapuram,NOTA,None of the Above,7677
S01,14,Narsaraopet,LAVU SRIKRISHNA DEVARAYALU,Telugu Desam,807996
S01,14,Narsaraopet,ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party,648267
S01,14,Narsaraopet,GARNEPUDI ALEXANDER SUDHAKAR,Indian National Congress,18046
S01,14,Narsaraopet,ORSU PREMARAJU,Bahujan Samaj Party,5309
S01,14,Narsaraopet,KUCHIPUDI JOHN BABU,Jaibhim Rao Bharat Party,2336
S01,14,Narsaraopet,GARLAPATI SUBHASH PREM,Revolutionary Socialist Party,1245
S01,14,Narsaraopet,YAMPATI VEERANJANEYA REDDY,Independent,1057
S01,14,Narsaraopet,SUBBARAO CHALLA,Independent,1051
S01,14,Narsaraopet,ABDUL RAJAK SHAIK,Independent,723
S01,14,Narsaraopet,KOTA POTHURAJU,Pyramid Party of India,670
S01,14,Narsaraopet,P VENKATESH,Jaathia Chethi Vruthula Ikya Vedika Party,388
S01,14,Narsaraopet,PASUPULETI PICHAIAH,National Nava Kranthi Party,356
S01,14,Narsaraopet,PAPPULA SAMBASIVA RAO,Navarang Congress Party,332
S01,14,Narsaraopet,DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,309
S01,14,Narsaraopet,THOKALA NAGA RAJU,All India Forward Bloc,285
S01,14,Narsaraopet,NOTA,None of the Above,11199
S01,22,Nellore,PRABHAKAR REDDY VEMIREDDY,Telugu Desam,766202
S01,22,Nellore,VENUMBAKA VIJAYASAI REDDY,Yuvajana Sramika Rythu Congress Party,520300
S01,22,Nellore,KOPPULA RAJU,Indian National Congress,54844
S01,22,Nellore,BHASKAR NASINA,Bahujan Samaj Party,5811
S01,22,Nellore,VIVEKA MANNEPALLI,Revolutionary Socialist Party,2804
S01,22,Nellore,KOPPALA RAGHU,Independent,2015
S01,22,Nellore,GAJULA SOMA SEKHAR,Jai Bharat National Party,1779
S01,22,Nellore,SHAIK MUZIBUR RAHAMAN,Pyramid Party of India,1330
S01,22,Nellore,SHAIK MAHABOOB BASHA (MABU),Republican Party of India (A),1233
S01,22,Nellore,MALLEPALLY RAGHU,Navarang Congress Party,1105
S01,22,Nellore,SHAIK SHAFI AHMED,All India Forward Bloc,1037
S01,22,Nellore,NAKKA DINESH,Bharatha Chaitanya Yuvajana Party,600
S01,22,Nellore,TALARI VENKATAIAH,Jaibhim Rao Bharat Party,558
S01,22,Nellore,PUNGANURU PRASANNA GANAPATHI,Radical Party of India (Ambedkarist),454
S01,22,Nellore,NOTA,None of the Above,15577
S01,16,Ongole,MAGUNTA SREENIVASULU REDDY,Telugu Desam,701894
S01,16,Ongole,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,651695
S01,16,Ongole,EDA SUDHAKARA REDDY,Indian National Congress,26722
S01,16,Ongole,DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,6314
S01,16,Ongole,BUCHI EDUKONDALU,Independent,3048
S01,16,Ongole,PODILI RAMBABU,Independent,3073
S01,16,Ongole,ORSU VEENA,Jai Bharat National Party,2267
S01,16,Ongole,BONTHA RANGA REDDY,Independent,1923
S01,16,Ongole,BODDU KRANTHI KUMAR,Independent,1798
S01,16,Ongole,MOHAN GOUD J V,Independent,1447
S01,16,Ongole,U MADHU BABU,Independent,1008
S01,16,Ongole,KARATAPU RAJU,Independent,735
S01,16,Ongole,JAGADEESH RAYAPATI,Independent,725
S01,16,Ongole,DEVIREDDY BALANJANEYULU,Independent,716
S01,16,Ongole,HARI PRASAD TUPAKULA,Independent,711
S01,16,Ongole,PASAM VENKATESWARLU YADAV,Samajwadi Party,743
S01,16,Ongole,SURYA TEJA KOTA,Pyramid Party of India,683
S01,16,Ongole,AKUMALLA MALLIKARJUNA REDDY,Independent,575
S01,16,Ongole,VESHAPOGU GURAVABABU,Independent,461
S01,16,Ongole,KOMMU YOHANU,Liberation Congress Party,461
S01,16,Ongole,SESHUBABU GUDDANTI,Independent,449
S01,16,Ongole,SINGAMNENI SREEKANTH,Independent,410
S01,16,Ongole,YARRA DASARADHARAMAIAH,Independent,394
S01,16,Ongole,KOTA VAMSI KRISHNA,Independent,365
S01,16,Ongole,K PAVAN KALYAN,Jatiya Jana Sena Party,392
S01,16,Ongole,NOTA,None of the Above,13205
S01,8,Rajahmundry,DAGGUBATI PURANDHESHWARI,Bharatiya Janata Party,726515
S01,8,Rajahmundry,DR. GUDURI SRINIVAS,Yuvajana Sramika Rythu Congress Party,487376
