state_ut_code,constituency_code,constituency_name,candidate_name,candidate_party,total_votes
S04,23,Samastipur,AMRITA KUMARI,Independent,2852
S04,23,Samastipur,LAL BABU MAHTO,Sathi Aur Aapka Faisala Party,2666
S04,23,Samastipur,NOTA,None of the Above,32668
S04,20,Saran,RAJIV PRATAP RUDY,Bharatiya Janata Party,471752
S04,20,Saran,ROHINI ACHARYA,Rashtriya Janata Dal,458091
S04,20,Saran,LAXAMAN PRAO YADAV,Independent,22043
S04,20,Saran,SHAK NAUSHAD,Independent,16103
S04,20,Saran,AVINASH KUMAR,Bahujan Samaj Party,14770
S04,20,Saran,RAGHWENDRA PRATAP SINGH,Independent,5167
S04,20,Saran,GAJENDRA PRASAD CHAURSIYA,Janhit Kisan Party,5030
S04,20,Saran,SHATRUDHAN TIWARY,Bhartiya Sarthak Party,3687
S04,20,Saran,MOHAMAD SALIM,Independent,3151
S04,20,Saran,ARTI KUMARI,Independent,3023
S04,20,Saran,PRABHAT KUMAR,Independent,2306
S04,20,Saran,BARUN KUMAR DAS,Gana Suraksha Party,1775
S04,20,Saran,GYANI KUMAR SHARMA,Bharatiya Ekta Dal,1704
S04,20,Saran,RAJESH KUSHWAHA,Bhartiya Lok Chetna Party,1489
S04,20,Saran,NOTA,None of the Above,11417
S04,34,Sasaram,MANOJ KUMAR,Indian National Congress,513004
S04,34,Sasaram,SHIVESH KUMAR,Bharatiya Janata Party,493847
S04,34,Sasaram,SANTOSH KUMAR,Bahujan Samaj Party,45598
S04,34,Sasaram,SHIV SHANKAR RAM,Independent,8019
S04,34,Sasaram,SANTOSH KUMAR KHARWAR,Bhartiya Gandhiwadi Party,4822
S04,34,Sasaram,BANARSI DAS,Peoples Party of India (Democratic),4498
S04,34,Sasaram,AMIT KUMAR AMBEDKAR,Bahujan Mukti Party,2834
S04,34,Sasaram,PUNAM DEVI,Jantantra Awaj Party,2654
S04,34,Sasaram,UJARAN MUSAHAR,Jan Janwadi Party,2620
S04,34,Sasaram,NANDLAL RAM,Rashtriya Samaj Paksha,1960
S04,34,Sasaram,NOTA,None of the Above,17219
S04,4,Sheohar,LOVELY ANAND,Janata Dal  (United),476612
S04,4,Sheohar,RITU JAISWAL,Rashtriya Janata Dal,447469
S04,4,Sheohar,AKHILESHWAR SHRIVAISHANV,Independent,29094
S04,4,Sheohar,KANHAIYA KUMAR,Independent,20592
S04,4,Sheohar,RANA RANJIT,All India Majlis-E-Ittehadul Muslimeen,11979
S04,4,Sheohar,SUDHIR KUMAR SINGH,Viro Ke Vir Indian Party,9102
S04,4,Sheohar,VIJENDRA THAKUR,Bahujan Samaj Party,8888
S04,4,Sheohar,UPENDRA SAHANI,Rashtriya Jansambhavna Party,6338
S04,4,Sheohar,MAMTA KUMARI,Samata Party,5435
S04,4,Sheohar,MOHAMMAD MAHTAB ALAM,Samaj Shakti Party,4871
S04,4,Sheohar,JAGDISH PRASAD,Bajjikanchal Vikas Party,2955
S04,4,Sheohar,DILIP KUMAR MISHRA,Prabal Bharat Party,2099
S04,4,Sheohar,NOTA,None of the Above,30168
S04,5,Sitamarhi,DEVESH CHANDRA THAKUR,Janata Dal  (United),515719
S04,5,Sitamarhi,ARJUN RAY,Rashtriya Janata Dal,464363
S04,5,Sitamarhi,SAIQUA NAWAZ AZMAT,Independent,28912
S04,5,Sitamarhi,SHYAM NANDAN KISHOR PRASAD,Independent,11188
S04,5,Sitamarhi,BHOLA SINGH,Bahujan Samaj Party,8810
S04,5,Sitamarhi,UPENDRA SAHANI,Rashtriya Jansambhavna Party,8454
S04,5,Sitamarhi,CHANDRIKA PRASAD,Independent,7114
S04,5,Sitamarhi,VINOD SAH,Independent,4481
S04,5,Sitamarhi,KRISHNA KISHORE,Independent,3280
S04,5,Sitamarhi,MUSHAHID RAZA,Desh Janhit Party,2192
S04,5,Sitamarhi,UMESH KUMAR YADAV,Independent,2128
S04,5,Sitamarhi,RAJENDRA MAHTO,Karpoori Janta Dal,1981
S04,5,Sitamarhi,ANAND KUMAR,Independent,1796
S04,5,Sitamarhi,ABDUL SAMAD,Independent,1441
S04,5,Sitamarhi,NOTA,None of the Above,32133
S04,18,Siwan,VIJAYLAKSHMI DEVI,Janata Dal  (United),386508
S04,18,Siwan,HENA SHAHAB,Independent,293651
S04,18,Siwan,AWADH BIHARI CHOUDHARY,Rashtriya Janata Dal,198823
S04,18,Siwan,SATYENDRA KUSHWAHA,Independent,21565
S04,18,Siwan,JEEWAN KUMAR,Independent,18590
S04,18,Siwan,DILIP KU SINGH,Bahujan Samaj Party,12112
S04,18,Siwan,SANJAY KUMAR SAH,Bhartiya Lok Nayak Party,8879
S04,18,Siwan,DR. RAVINDRA NATH SHUKLA,Independent,8693
S04,18,Siwan,DEVKANT MISHRA,Independent,6181
S04,18,Siwan,PRAMOD KUMAR,Independent,5668
S04,18,Siwan,PRAKASH MANI TIWARI,Independent,4509
S04,18,Siwan,MAHENDRA SINGH ALIAS MAHENDRA RAI,Independent,3922
S04,18,Siwan,DILIP KUMAR SINGH,Independent,1953
S04,18,Siwan,NOTA,None of the Above,26964
S04,8,Supaul,DILESHWAR KAMAIT,Janata Dal  (United),595038
S04,8,Supaul,CHANDRAHAS CHAUPAL,Rashtriya Janata Dal,425235
S04,8,Supaul,BAIDYA NATH MEHTA,Independent,51652
S04,8,Supaul,YOG NARAYAN SINGH,Independent,27454
S04,8,Supaul,VINDESHWARI PRASAD,Independent,18457
S04,8,Supaul,KIRAN DEVI,Bahujan Samaj Party,18079
S04,8,Supaul,MOHD KALIM KHAN,Rashtriya Jansambhavna Party,14078
S04,8,Supaul,UMESH PRASAD SAH,Jai Hind Party,13014
S04,8,Supaul,RAJ KUMAR YADAV,Viro Ke Vir Indian Party,10806
S04,8,Supaul,RAMESH KUMAR ANAND,"Proutist Bloc, India",9451
S04,8,Supaul,ABDUL MATIN,Independent,7194
S04,8,Supaul,BAMBAM KUMAR,Independent,7006
S04,8,Supaul,NITISH KUMAR,Independent,5915
S04,8,Supaul,AJAY KUMAR SAH,Independent,5351
S04,8,Supaul,SHIV HARI AGRAWAL,Bharat Nirman Party,3772
S04,8,Supaul,NOTA,None of the Above,18612
S04,22,Ujiarpur,NITYANAND RAI,Bharatiya Janata Party,515965
S04,22,Ujiarpur,ALOK KUMAR MEHTA,Rashtriya Janata Dal,455863
S04,22,Ujiarpur,SANJAY PASWAN,Independent,16963
S04,22,Ujiarpur,MOHAN KUMAR MAURYA,Bahujan Samaj Party,7101
S04,22,Ujiarpur,RAKESH KUMAR,Independent,5957
S04,22,Ujiarpur,SANTHOSH RAI,Rashtriya Jansambhavna Party,4426
S04,22,Ujiarpur,NARENDRA GIRI,Independent,3151
S04,22,Ujiarpur,KISHOR KUMAR,Independent,2209
S04,22,Ujiarpur,AMARESH RAY,Independent,2143
S04,22,Ujiarpur,ANSHU KUMAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),1756
S04,22,Ujiarpur,RAMPUKAR RAY,Socialist Unity Centre Of India (COMMUNIST),1306
S04,22,Ujiarpur,NIKKI JHA,Jagrook Janta Party,1020
S04,22,Ujiarpur,MANOJ KUMAR,Janta Raj Vikas Party,939
S04,22,Ujiarpur,NOTA,None of the Above,23269
S04,16,Vaishali,VEENA DEVI,Lok Janshakti Party(Ram Vilas),567043
S04,16,Vaishali,VIJAY KUMAR SHUKLA,Rashtriya Janata Dal,477409
S04,16,Vaishali,VIKKY KUMAR,Independent,34256
S04,16,Vaishali,SHAMBHU KUMAR SINGH,Bahujan Samaj Party,21436
S04,16,Vaishali,RAJ NARAYAN YADAV,Independent,9616
S04,16,Vaishali,PARAMHANS SINGH,Independent,5317
S04,16,Vaishali,HARI NARAYAN RAM,Viro Ke Vir Indian Party,5100
S04,16,Vaishali,RAMESHWAR MAHTO,Bhartiya Sarthak Party,4150
S04,16,Vaishali,KUMAR SHISHIR,Independent,3907
S04,16,Vaishali,MUHAMAD AVAS,Independent,3758
S04,16,Vaishali,ABHA RAY,Peoples Party of India (Democratic),3274
S04,16,Vaishali,NARESH RAM,Socialist Unity Centre Of India (COMMUNIST),3009
S04,16,Vaishali,VINOD KUMAR SHARMA,Jantantra Awaj Party,2934
S04,16,Vaishali,ANIKET RAJ,Rashtriya Samaj Paksha,2025
S04,16,Vaishali,BALENDRA TIWARY,Hindustan Janta Party Secular,1366
S04,16,Vaishali,NOTA,None of the Above,27460
S04,1,ValmikiNagar,SUNIL KUMAR,Janata Dal  (United),523422
S04,1,ValmikiNagar,DEEPAK YADAV,Rashtriya Janata Dal,424747
S04,1,ValmikiNagar,PRAVESH KUMAR MISHRA @ ANUP,Independent,23225
S04,1,ValmikiNagar,DINESH AGRAWAL,Independent,19810
S04,1,ValmikiNagar,DURGESH SINGH CHAUHAN,Bahujan Samaj Party,18816
S04,1,ValmikiNagar,CHANDRESHWAR MISHRA,Independent,13598
S04,1,ValmikiNagar,SHAFI MOHAMMAD MIYA,Aazad Samaj Party (Kanshi Ram),13432
S04,1,ValmikiNagar,PARSHURAM SAH,Independent,12150
S04,1,ValmikiNagar,NABA KUMAR SARANIA (HIRA BHAI),Gana Suraksha Party,11423
S04,1,ValmikiNagar,SHAMBHU PRASAD,Independent,10498
S04,1,ValmikiNagar,NOTA,None of the Above,30709
U02,1,Chandigarh,MANISH TEWARI,Indian National Congress,216657
U02,1,Chandigarh,SANJAY TANDON,Bharatiya Janata Party,214153
U02,1,Chandigarh,RITU SINGH,Bahujan Samaj Party,6708
U02,1,Chandigarh,LAKHVIR SINGH ALIAS KOTLA,Independent,2626
U02,1,Chandigarh,DEEPANSHU SHARMA,Akhil Bhartiya Parivar Party,1068
U02,1,Chandigarh,EX-ASSISTANT COMMANDANT RANPREET SINGH,Independent,1054
U02,1,Chandigarh,VINOD KUMAR,Independent,683
U02,1,Chandigarh,SUNIL THAMAN,Haryana Jansena Party,577
U02,1,Chandigarh,BALJEET SINGH ALIAS LADDI,Independent,436
U02,1,Chandigarh,SUNIL KUMAR,Independent,321
U02,1,Chandigarh,PARTAP SINGH RANA,Independent,307
U02,1,Chandigarh,MAHANT RAVI KANT MUNI,Independent,295
U02,1,Chandigarh,VIVEK SHARMA,Independent,294
U02,1,Chandigarh,PIAR CHAND ALIAS KOUNDAL,Independent,255
U02,1,Chandigarh,KISHOR KUMAR ALIAS BANTI BHAIYA,Independent,239
U02,1,Chandigarh,RAJINDER KAUR,Sainik Samaj Party,217
U02,1,Chandigarh,RAJ PRINCE SINGH,Super Power India Party,205
U02,1,Chandigarh,PUSHPINDER SINGH ALIAS LOVELY ATTAWA,Independent,154
U02,1,Chandigarh,KULDIP RAI ALIAS HAPPY SOOD MORINDA,Independent,114
U02,1,Chandigarh,NOTA,None of the Above,2912
S26,10,BASTAR,MAHESH KASHYAP,Bharatiya Janata Party,458398
S26,10,BASTAR,KAWASI LAKHMA,Indian National Congress,403153
S26,10,BASTAR,PHULSINGH KACHLAM,Communist Party of India,35887
S26,10,BASTAR,AYTU RAM MANDAVI,Bahujan Samaj Party,19647
S26,10,BASTAR,SUNDAR BAGHEL,Independent,14207
S26,10,BASTAR,PRAKASH KUMAR GOTA,Independent,11245
S26,10,BASTAR,KANWAL SINGH BAGHEL,Rashtriya Jansabha Party,8800
S26,10,BASTAR,SHIVRAM NAG,Sarv Adi Dal,8279
S26,10,BASTAR,NARENDRA BURKA,Hamar Raj Party,4387
S26,10,BASTAR,JAGDISH NAG,Azad Janata Party,3592
S26,10,BASTAR,TIKAM NAGWANSHI,Gondvana Gantantra Party,3042
S26,10,BASTAR,NOTA,None of the Above,36758
S26,5,BILASPUR,TOKHAN SAHU,Bharatiya Janata Party,724937
S26,5,BILASPUR,DEVENDRA YADAV,Indian National Congress,560379
S26,5,BILASPUR,ASHWANI RAJAK,Bahujan Samaj Party,13222
S26,5,BILASPUR,ANAND URAWAN,Independent,5898
S26,5,BILASPUR,ANILESH MISHRA (MAHARAJ),Independent,5376
S26,5,BILASPUR,KULESH KUMAR SAHU,Independent,4443
S26,5,BILASPUR,ASHAVANT SAHOO,Bhartiya Shakti Chetna Party,4354
S26,5,BILASPUR,SHRIKANT MALHWAYR (KASER),Loktantra Congress Party,4201
S26,5,BILASPUR,VIKRAMPRASAD JOGI,Independent,2862
S26,5,BILASPUR,KESHAV PRASAD,Independent,2767
S26,5,BILASPUR,SUDIEP SHRIVASTAVA,Hamar Raj Party,2312
S26,5,BILASPUR,RUPRAM SAHU,Independent,2261
S26,5,BILASPUR,KRISHNA NANDAN SINGH,Independent,2020
S26,5,BILASPUR,ROSHAN KUMAR,Independent,1920
S26,5,BILASPUR,DINESH PRATAP SINGH KHUSRO NIKHIL,Rashtriya Gondvana Party,1808
S26,5,BILASPUR,RAMESHWAR SAHU,Independent,1761
S26,5,BILASPUR,VIJAY KUMAR,Independent,1626
S26,5,BILASPUR,YASHUTOSH LAHARE,Ambedkarite Party of India,1274
S26,5,BILASPUR,GHANSHYAM URF SADHELAL BHARDWAJ,Independent,1251
S26,5,BILASPUR,VEDMANI SINGH KSHATRIYA (THAKUR),Independent,1163
S26,5,BILASPUR,SHEKHAR BANJARE,Independent,1160
S26,5,BILASPUR,SIDDHRAM LAHARE,Rashtriya Jansabha Party,1150
S26,5,BILASPUR,RAMPYARE RAI,Independent,1112
S26,5,BILASPUR,NAND KISHORE RAJ,Gondvana Gantantra Party,1061
S26,5,BILASPUR,BHUNESHWAR MARKO,Independent,970
S26,5,BILASPUR,RAJKUMAR SAHU,Independent,829
S26,5,BILASPUR,BHAGWAT PATRE,Prabuddha Republican Party,712
S26,5,BILASPUR,LAKSHMAN  PATHAK,Ekam Sanatan Bharat Dal,699
S26,5,BILASPUR,ADVOCATE SHAILENDRA BANJARE (SHAKTIPUTRA),Shakti Sena (Bharat Desh),690
S26,5,BILASPUR,RAJENDRA KUMAR TANDAN,Independent,656
S26,5,BILASPUR,SALIK RAM JOGI,Independent,576
S26,5,BILASPUR,BASANT BANSL,Independent,564
S26,5,BILASPUR,DEEPMALA CHOUHAN,Chhattisgarh Vikas Ganga Rashtriya Party,565
S26,5,BILASPUR,MAHESH KUMAR SONWANI,Independent,560
S26,5,BILASPUR,DEV PRASAD BRAIHA,Independent,511
S26,5,BILASPUR,SANJAY PRAKASH SAHU,Independent,436
S26,5,BILASPUR,PARAS RAM YADAV,Independent,415
S26,5,BILASPUR,NOTA,None of the Above,2849
S26,7,DURG,VIJAY BAGHEL,Bharatiya Janata Party,956497
S26,7,DURG,RAJENDRA SAHU,Indian National Congress,518271
S26,7,DURG,DILIP RAMTEKE,Bahujan Samaj Party,13333
S26,7,DURG,ANOOP KUMAR PANDEY,Independent,7766
S26,7,DURG,DR. ANJU KEME,Ekam Sanatan Bharat Dal,5241
S26,7,DURG,ALI HUSSAIN SIDDIQUI,Independent,5050
S26,7,DURG,ARUN JOSHI,Independent,4753
S26,7,DURG,DHRUV KUMAR SONI URF LANGUR SONI,Independent,3815
S26,7,DURG,KHILANAND JASPAL,Independent,3281
S26,7,DURG,SUKHADEV TANDON,Rashtriya Jansabha Party,2617
S26,7,DURG,ASHOK JAIN,Independent,1902
S26,7,DURG,BALDEV SAHU,Independent,1613
S26,7,DURG,PUSHPA MAIRISHA,Ambedkarite Party of India,1561
S26,7,DURG,HARICHAND THAKUR,Independent,1452
S26,7,DURG,SAVITA SHAILENDRA BANJARE,Shakti Sena (Bharat Desh),1396
S26,7,DURG,RAKESH SAHU,Nyaydharmsabha,1262
S26,7,DURG,SHITKARAN MAHILWAR,Aazad Samaj Party (Kanshi Ram),1183
S26,7,DURG,DR. HARISHCHANDRA SAHU,Independent,1116
S26,7,DURG,SHANKAR THAKUR,Gondvana Gantantra Party,1073
S26,7,DURG,YASHWANT SITARAM SAHU,Bhartiya Shakti Chetna Party,901
S26,7,DURG,SHYAM SUNDER SAHU,Loktantra Congress Party,899
S26,7,DURG,VIKAS SHARMA,Lokshahi Ekta Party,798
S26,7,DURG,SANTOSH KUMAR MARKANDE,Independent,650
S26,7,DURG,BHAGBALI SIVARE,Independent,389
S26,7,DURG,BHANUPRATAP CHATURVEDI,Independent,351
S26,7,DURG,NOTA,None of the Above,5617
S26,3,JANJGIR-CHAMPA,KAMLESH JANGDE,Bharatiya Janata Party,678199
S26,3,JANJGIR-CHAMPA,DR. SHIVKUMAR DAHARIYA,Indian National Congress,618199
S26,3,JANJGIR-CHAMPA,DR. ROHIT DAHARIA,Bahujan Samaj Party,48501
S26,3,JANJGIR-CHAMPA,ENGINEER REVA KURREY,Independent,8159
S26,3,JANJGIR-CHAMPA,AD. T.R. NIRALA,Independent,5794
S26,3,JANJGIR-CHAMPA,ANIL MANHAR,Hamar Raj Party,5780
S26,3,JANJGIR-CHAMPA,VIDYA DEVI SONI,Independent,4881
S26,3,JANJGIR-CHAMPA,MINA CHAUHAN,Independent,2931
S26,3,JANJGIR-CHAMPA,ANAND GILHARE,Independent,2877
S26,3,JANJGIR-CHAMPA,DEEPAK KUMAR KHUNTE,Aazad Samaj Party (Kanshi Ram),1829
S26,3,JANJGIR-CHAMPA,ARVIND KUMAR,Independent,1715
S26,3,JANJGIR-CHAMPA,GOPAL PRASAD KHUNTE,Bhartiya Shakti Chetna Party,1483
S26,3,JANJGIR-CHAMPA,VIJAYLAXMI SURYAWANSHI NAT,Asankhya Samaj Party,1422
S26,3,JANJGIR-CHAMPA,SIMA MAHILANGE,Independent,1336
S26,3,JANJGIR-CHAMPA,ADVOCATE SHAILENDRA BANJARE (SHAKTIPUTRA),Shakti Sena (Bharat Desh),1253
S26,3,JANJGIR-CHAMPA,VIJAY KUMAR KURRE,Rashtriya Jansabha Party,983
S26,3,JANJGIR-CHAMPA,BRINDA CHAUHAN,Chhattisgarh Vikas Ganga Rashtriya Party,924
S26,3,JANJGIR-CHAMPA,JAGJIVAN RAM SATNAMI,Azad Janata Party,837
S26,3,JANJGIR-CHAMPA,NOTA,None of the Above,5137
S26,11,KANKER,BHOJRAJ NAG,Bharatiya Janata Party,597624
S26,11,KANKER,BIRESH THAKUR,Indian National Congress,595740
S26,11,KANKER,TILAK RAM MARKAM,Bahujan Samaj Party,11770
S26,11,KANKER,SONSINGH,Ambedkarite Party of India,11362
S26,11,KANKER,JIVAN LAL MATLAM,Sarv Adi Dal,8949
S26,11,KANKER,SUKCHAND NETAM,Gondvana Gantantra Party,8723
S26,11,KANKER,VINOD NAGWANSHI,Hamar Raj Party,5009
S26,11,KANKER,THAKESH MAHLA,Bhartiya Shakti Chetna Party,4222
S26,11,KANKER,BHOJRAM MANDAVI,Rashtriya Jansabha Party,3361
S26,11,KANKER,NOTA,None of the Above,18669
S26,4,KORBA,JYOTSNA CHARANDAS MAHANT,Indian National Congress,570182
S26,4,KORBA,SAROJ PANDEY,Bharatiya Janata Party,526899
S26,4,KORBA,SHYAM SINGH MARKAM,Gondvana Gantantra Party,48587
S26,4,KORBA,NIRDOSH  KUMAR YADAV,Independent,11268
S26,4,KORBA,DUJRAM BOUDDH,Bahujan Samaj Party,10739
S26,4,KORBA,JAICHANDRA SONPAKAR,Independent,6182
S26,4,KORBA,PALAN SINGH,Independent,5709
S26,4,KORBA,KAMAL DEV,Bhartiya Shakti Chetna Party,4988
S26,4,KORBA,DILIP MIRI,Independent,3902
S26,4,KORBA,KAUSHALYA BAI PORTE,Independent,3632
S26,4,KORBA,PRATAP BHANU,Independent,2504
S26,4,KORBA,SANTOSH SHARMA,Independent,2477
S26,4,KORBA,AMRIKA KARPE,Independent,2232
S26,4,KORBA,RAJGURU KEWAL GOSWAMI,Independent,2202
S26,4,KORBA,SHOBRAN SINGH SAIMA,Independent,2073
S26,4,KORBA,KALYAN SINGH TANWAR,Independent,1964
S26,4,KORBA,RAJESH PANDEY,Independent,1814
S26,4,KORBA,SUSHIL KUMAR VISHWAKARMA,Bhartiya Janta Secular Party,1685
S26,4,KORBA,PRASHANT DANIEL,Sarv Adi Dal,1392
S26,4,KORBA,REKHA TIWARI,Chhattisgarh Vikas Ganga Rashtriya Party,1294
S26,4,KORBA,PURUSHOTTAM MANIKPURI,Independent,1212
S26,4,KORBA,PRIYANKA PATEL,Republican Party of India (A),1204
S26,4,KORBA,MAHENDRA KUMAR SHRIWAS (MANJU),Independent,1187
S26,4,KORBA,SHEKH RAUF,Independent,1168
S26,4,KORBA,SHIVPUJAN SINGH,Independent,1036
S26,4,KORBA,SHANTI BAI MARAVI,Independent,861
S26,4,KORBA,RAMESH DAS MAHANT,Independent,823
S26,4,KORBA,NOTA,None of the Above,6097
S26,9,MAHASAMUND,ROOP KUMARI CHOUDHARY,Bharatiya Janata Party,703659
S26,9,MAHASAMUND,TAMRADHWAJ SAHU,Indian National Congress,558203
S26,9,MAHASAMUND,PROFESSOR SURESH SAHU,Independent,11888
S26,9,MAHASAMUND,BASANT SINHA,Bahujan Samaj Party,8860
S26,9,MAHASAMUND,REKHRAM BAGH,Independent,7878
S26,9,MAHASAMUND,GANESH RAM DHRUW,Hamar Raj Party,6651
S26,9,MAHASAMUND,SANTOSH DARCHAND BANJARE,Independent,6054
S26,9,MAHASAMUND,MUKESH KUMAR AGRAWAL,Independent,3691
S26,9,MAHASAMUND,SUKHNANDAN  DESHKAR,Independent,3555
S26,9,MAHASAMUND,NITESH KUMAR RATRE,Sunder Samaj Party,2373
S26,9,MAHASAMUND,DR. VIRENDRA CHAUDHRI,Bhartiya Shakti Chetna Party,2099
S26,9,MAHASAMUND,KALIYA PRASAD SETH,Independent,1531
S26,9,MAHASAMUND,MAHESH SWARN,Independent,1486
S26,9,MAHASAMUND,CHAMPA LAL PATEL GURUJI DHARTI PAKD,Right to Recall Party,1379
S26,9,MAHASAMUND,FARID QURAISHI,Gondvana Gantantra Party,1077
S26,9,MAHASAMUND,ISHWAR MARKANDE,Independent,957
S26,9,MAHASAMUND,NARAD PRASAD NISHAD,Shakti Sena (Bharat Desh),899
S26,9,MAHASAMUND,NOTA,None of the Above,3840
S26,2,RAIGARH,RADHESHYAM RATHIYA,Bharatiya Janata Party,808275
S26,2,RAIGARH,DR. MENKA DEVI SINGH,Indian National Congress,567884
S26,2,RAIGARH,INNOCENT KUJUR - BIDANA ORAON,Bahujan Samaj Party,15600
S26,2,RAIGARH,ALBERT MING,Hamar Raj Party,10959
S26,2,RAIGARH,PRAKASH KUMAR URANW,Independent,7722
S26,2,RAIGARH,RUPNARAYAN EKKA,Independent,7420
S26,2,RAIGARH,GOWARDHAN RATHIA,Independent,4593
S26,2,RAIGARH,POOJA SIDAR,Independent,4167
S26,2,RAIGARH,MADAN PRASAD GOND,Gondvana Gantantra Party,3015
S26,2,RAIGARH,GULESHWAR PAINKRA,Bhartiya Shakti Chetna Party,2626
S26,2,RAIGARH,UDAY KUMAR RATHIA,Independent,2129
S26,2,RAIGARH,ABHAY KUMAR EKKA,Independent,1825
S26,2,RAIGARH,BADAL EKKA,Sarv Adi Dal,1728
S26,2,RAIGARH,NOTA,None of the Above,15022
S26,8,RAIPUR,BRIJMOHAN AGRAWAL,Bharatiya Janata Party,1050351
S26,8,RAIPUR,VIKAS UPADHYAY,Indian National Congress,475066
S26,8,RAIPUR,MAMTA RANI SAHU,Bahujan Samaj Party,9299
S26,8,RAIPUR,SAVITA SHAILENDRA BANJARE,Shakti Sena (Bharat Desh),8768
S26,8,RAIPUR,RADHESHWARI GAIKWAD,Independent,4630
S26,8,RAIPUR,SURESH KUMAR NETAM,Hamar Raj Party,3499
S26,8,RAIPUR,ANIL MAHOBIA,Right to Recall Party,2916
S26,8,RAIPUR,ENGI. LAL BAHADUR YADAV,Gondvana Gantantra Party,2865
S26,8,RAIPUR,RAMKRISHNA VERMA,Independent,2185
S26,8,RAIPUR,YAKUB KHAN,Independent,2054
S26,8,RAIPUR,VISHWAJIT HARODE,Socialist Unity Centre Of India (COMMUNIST),1920
S26,8,RAIPUR,AMARNATH CHANDRAKAR,Independent,1608
S26,8,RAIPUR,LAKHAMOO RAM TANDON,Rashtriya Jansabha Party,1351
S26,8,RAIPUR,YASHUTOSH LAHARE,Ambedkarite Party of India,1312
S26,8,RAIPUR,RAJESH DHRUV,Independent,1193
S26,8,RAIPUR,BODHAN LAL FARIKAR,Independent,1059
S26,8,RAIPUR,DAYA SHANKER NISHAD,Bhartiya Shakti Chetna Party,1062
S26,8,RAIPUR,PILARAM ANANT,Sunder Samaj Party,1036
S26,8,RAIPUR,ROHIT KUMAR PATIL,Independent,960
S26,8,RAIPUR,HIRA NAND NAGWANI (ASHOK BHAIYA),Republican Party of India (A),960
S26,8,RAIPUR,BHANJAN JANGADE (ADHIWAKTA),Bharatiya Bahujan Congress,821
S26,8,RAIPUR,MO. AMIN,Bhrashtachar Mukti Morcha,766
S26,8,RAIPUR,MANOJ VERMA,Independent,724
S26,8,RAIPUR,PITAMBAR JANGDE,Aazad Samaj Party (Kanshi Ram),705
S26,8,RAIPUR,ASHISH KUMAR TIWARI,Aap Sabki Apni Party,528
S26,8,RAIPUR,ENGI. BHANU PRATAP TANDE,Independent,503
S26,8,RAIPUR,MO. IMRAN KHAN,Independent,467
S26,8,RAIPUR,NEERAJ SAINI PUJARI,Dhoom Sena,434
S26,8,RAIPUR,SUDHANSHU BHUSHAN,Independent,414
S26,8,RAIPUR,RAMPRASAD PRAJAPATI,Independent,391
S26,8,RAIPUR,PRAVIN JAIN,Independent,369
S26,8,RAIPUR,VINAYAK DHAMGAYE,Independent,349
S26,8,RAIPUR,NANDNI NAYAK,Independent,337
S26,8,RAIPUR,PRAVISHANT SALOMAN,Independent,310
S26,8,RAIPUR,SAYED IRSHAD,Independent,295
S26,8,RAIPUR,DR. OMPRAKASH SAHU,Independent,294
S26,8,RAIPUR,MO. NASIR,Independent,254
S26,8,RAIPUR,NURI KHAN,Independent,252
S26,8,RAIPUR,NOTA,None of the Above,4448
S26,6,RAJNANDGAON,SANTOSH PANDEY,Bharatiya Janata Party,712057
S26,6,RAJNANDGAON,BHUPESH BAGHEL,Indian National Congress,667646
S26,6,RAJNANDGAON,A.H. SIDDIQUI,Independent,10737
S26,6,RAJNANDGAON,DEVLAL SINHA (SONVANSHI),Bahujan Samaj Party,9668
S26,6,RAJNANDGAON,NARAD PRASAD NISHAD,Shakti Sena (Bharat Desh),8030
S26,6,RAJNANDGAON,SUKHDEV SINHA,Independent,8001
S26,6,RAJNANDGAON,VISHESH DHAMGAYE,Independent,4873
S26,6,RAJNANDGAON,BHUVAN SAHU,Independent,4174
S26,6,RAJNANDGAON,LALITA KANWAR,Hamar Raj Party,2149
S26,6,RAJNANDGAON,ER. BASANT KUMAR MESHRAM,Independent,1820
S26,6,RAJNANDGAON,RAMESH RAJPUT,Bhartiya Shakti Chetna Party,1737
S26,6,RAJNANDGAON,TRIVENI PADOTI,Independent,1613
S26,6,RAJNANDGAON,RAMFAL PATIL,Nyaydharmsabha,1537
S26,6,RAJNANDGAON,AJAY PALI,Independent,1114
S26,6,RAJNANDGAON,LAKHAN SING TANDAN,Rashtriya Jansabha Party,1056
S26,6,RAJNANDGAON,NOTA,None of the Above,9553
S26,1,SURGUJA,CHINTAMANI MAHARAJ,Bharatiya Janata Party,713200
S26,1,SURGUJA,SHASHI SINGH KORAM,Indian National Congress,648378
S26,1,SURGUJA,DR. L. S. UDAY SINGH,Gondvana Gantantra Party,15651
S26,1,SURGUJA,SANJAY KUMAR,Bahujan Samaj Party,15199
S26,1,SURGUJA,RAMADHAR SINGH,Independent,10861
S26,1,SURGUJA,PRINCE ABHISHEK KUJUR,Independent,6815
S26,1,SURGUJA,URMILA SINGH,Independent,5784
S26,1,SURGUJA,ARVIND KACHHAP,Independent,4184
S26,1,SURGUJA,KANTA MINJ,Akhil Bhartiya Parivar Party,4016
S26,1,SURGUJA,JEROME MINJ,Bharat Adivasi Party,3060
